text	label
 （9）及其他疾病研究者认为不宜参与研究者。	Researcher Decision
 7、妊娠、哺乳期妇女、近期有生育计划及不能采取有效避孕措施者；	Pregnancy-related Activity
 (2) 年龄 ≥5岁～≤ 65 岁成人，性别不限;	Multiple
 （9）近3个月内有外伤及外科手术的患者；	Multiple
 6.必须使用本试验规定的禁止用药者；禁用药包括色甘酸钠、白三烯拮抗剂、茶碱以及抗胆碱能药物；	Pharmaceutical Substance or Drug
①拒绝签署知情同意书	Consent
 ⑥3 个月前或正在参加任何干预性临床研究的患者	Enrollment in other studies
1. 患者符合改良纽约标准中对于强直性脊柱炎的诊断;	Diagnostic
 7、过敏体质，或对3中药物食物过敏者，或已知对肠激安胶囊的成分过敏者；	Allergy Intolerance
1.女性不孕症患者	Disease
 ⑥育龄期妇女妊娠试验阴性，试验期间能坚持避孕者且性生活使用避孕套；	Pregnancy-related Activity
 f. 滥用药物，临床或心理的或社会的因素使知情同意或研究实施受影响。	Multiple
 3)美国麻醉医师协会（ASA）分级I~II级	Risk Assessment
 4.属于胀气型IAH及ACS，或同时有积液但经穿刺引流后IAH及ACS 治疗无效者；	Multiple
 3、体能状况（PS）评分≤2；入组时具有充分的心、肺、肝、肾功能的患者；入组时胆固醇及甘油三酯检查结果≤CTCAE分级2级（CTCAE ver 4.0，即胆固醇≤10.34  mmol/L；甘油三酯≤5.7 mmol/L）；入组时白细胞计数（WBC）＜3×104/μL	Multiple
1诊断明确的癌性疼痛；	Diagnostic
 2）年龄30-65岁；	Age
①脑原发或者转移瘤患者	Disease
1、由脑肿瘤、脑外伤、血液病等引起的脑出血患者。	Disease
 (2) DM病程超过5年或存在糖尿病视网膜病变；临床和实验室检查排除其他肾脏或尿路疾病，可疑病人需肾活检确诊。	Multiple
 6.外周神经系统疾病；	Disease
 ⑤妊娠期及哺乳期妇女。	Pregnancy-related Activity
 ②各种原因导致的吞咽障碍者。	Disease
 4、妊娠、哺乳期患者；	Pregnancy-related Activity
 （7）接受免疫抑制剂治疗	Therapy or Surgery
 17) 精神和神经系统疾病患者；	Disease
 6)孕妇及哺乳期妇女；	Pregnancy-related Activity
1）合并严重的感染或合并心脏病	Disease
 3.原发单一类型肿瘤（肿瘤类型包括在乳腺癌、非小细胞肺癌、胃腺癌、胰腺癌、前列腺癌、透明细胞型肾细胞癌、结直肠腺癌、浆液性卵巢癌和宫颈癌范围之内，每种类型肿瘤选取约60例）；	Multiple
 2.年龄20~65岁；	Age
 8. 实验室检查满足下列条件，或经短期术前治疗可达到以下条件者：	Multiple
 （5）不具备民事行为能力者。	Capacity
 3）受试者年龄范围为20-70周岁；	Age
 （2）严重心、肝、肾功能不全者；	Organ or Tissue Status
 2.年龄18~80岁；	Age
 2.术中大量失血（失血量大于总血容量30%）、贫血（血红蛋白含量低于9g/dl）;	Sign
 9.肌酐大于 3mg/dl或eGFR &lt;40 ml/min/1.73 m2。	Laboratory Examinations
1.可行性评估筛选阶段显示患者淋巴细胞转染效率＜5% (20%)，或者T细胞培养无法扩增的患者(＜5倍)；	Laboratory Examinations
 4）依从性好，愿意按照方案的要求用药并按时随访检查；	Compliance with Protocol
 ②有可以影响眼表健康的全身疾病，如高血压、糖尿病、干燥综合征、甲状腺疾病、精神病等	Disease
 （6）患有严重的高血压、糖尿病、肿瘤，原发性心、肝、肾、血液系统疾病控制不理想者；	Disease
 7.脏器功能良好，生化检查符合以下条件：ALT ≤ 2.5×正常值上限（ULN），AST ≤ 2.5×ULN，血清总胆红素 ≤ 1.5×ULN，血肌酐 ≤ 1.5×ULN	Multiple
 （3）根据临床表现、实验室检查、内镜检查及病理学表现确诊溃疡性结肠炎活动期或缓解期；	Diagnostic
1.禁食禁饮时间少于8小时，或超过24小时	Diet
 ⑦明显的恶液质。	Disease
 17)不管严重程度如何，存在任何出血体质迹象或病史的患者；在分组前4周内，出现任何出血或流血事件≥CTCAE 3级的患者，存在未愈合创口、溃疡或骨折；	Multiple
 11．患者拒绝。	Consent
（1）年龄大于60岁；	Age
 2、需联合切除肝脏以外的器官的患者；	Therapy or Surgery
 6.未取得知情同意。	Consent
 （2）颈动脉狭窄&gt;50% 者；	Sign
 （3）自愿参加本试验，并签署知情同意书。	Consent
 3、Hill-Sachs损伤肱骨头大于1cm	Sign
 2.年龄40-79岁；Brunnstrom分期≥3期；Ashworth评分≤2分；	Multiple
 5)神志不清楚，或有交流障碍，不能回答问题者；	Multiple
 （7）患者或其法定代理人未签署书面知情同意书；	Consent
 3、合并严重滑车发育不良，需要行滑车成形。	Sign
 （3）最高眼压达到或超过21mmHg。	Laboratory Examinations
 7、具有临床意义的肝部疾病、消化道系统病变、血液学疾病、肺部疾病、神经系统疾病或可能给受试者造成严重危险的疾病；	Disease
 2、薄层 CT上，患者病变满足下列条件之一：	Device
 5.同时进行其他临床研究；	Enrollment in other studies
 7.麻醉诱导后心率不低于50次/分	Laboratory Examinations
 6：有喉部疾病症状的患者，如声嘶、喉痛、吞咽困难等；	Sign
 ③精神病患者；	Disease
1.符合蝮蛇咬伤的西医诊断标准者；	Diagnostic
 5.持续不能控制的咳嗽	Symptom
 4. 具有影响口服药物的多种因素（比如无法吞咽、恶心、呕吐、慢性腹泻和肠梗阻等）；	Multiple
 9. 受试者自愿加入本研究，签署知情同意书，依从性好，配合随访。	Multiple
 15. 有酗酒或药物滥用史。酗酒定义为定期饮酒超过14次/周（1次 = 150 mL葡萄酒或360 mL啤酒或45 mL烈酒）；	Addictive Behavior
 13）妊娠、哺乳期妇女或近期有生育计划者。	Pregnancy-related Activity
 4. 预期存活≥3个月；	Life Expectancy
 ⑤肝肾功能不全的患者。	Organ or Tissue Status
 9.根据研究者的判断，有其他严重的危害患者安全或影响患者完成研究的伴随疾病的患者；	Researcher Decision
 7、依从性差、不能按研究方案完成试验者；	Compliance with Protocol
 1. 残根、大面积残冠及预成冠；	Disease
 3)患有≥Ⅱ级的冠心病、心律失常（包括QTc间期延长男性＞450 ms，女性＞470 ms）及心功能不全；	Multiple
 （2）年龄在18-70岁之间；	Age
 （2）有心脑血管疾病者或有脑部疾病病史如脑梗，中风和冠心病史等	Disease
 5. 妊娠或哺乳期妇女；	Pregnancy-related Activity
 4.无法耐受内镜检查和治疗	Allergy Intolerance
 3、术前影像学检查：肝脏增强CT或增强MR，或超声造影，或普美显提示HCC患者，并且肿瘤直径5cm-10cm；	Multiple
 (5)签署知情同意书。	Consent
 ④至少有一个可测量病灶；	Neoplasm Status
 ⑥有严重献血反应者	Blood Donation
 （3）合并类风湿关节炎、强直性脊柱炎、大骨节病、膝关节外翻或者血友病性关节炎的患者及其他感染性关节炎；	Disease
 ② 年龄小于18岁、大于65岁；	Age
 （2）颈部放射检查史	Diagnostic
 正在使用其他类似产品的患者	Pharmaceutical Substance or Drug
 j)大手术后30天内。	Therapy or Surgery
①符合慢性非特异性下背痛诊断标准（12肋以下，臀横纹以上，伴或不伴腿痛不超过膝关节）的志愿者病程超过12周；	Diagnostic
 ② 首次诊断转移或者治疗后复发转移，准备或正在进行放疗的恶性肿瘤患者；	Disease
 4.患有原发性免疫缺陷病、获得性免疫缺陷综合征、先天性呼吸道畸形、肺发育异常、吸入性肺炎、肺部恶性肿瘤等基础疾病者；	Disease
 5 未签署知情同意书者。	Consent
 (2)伴有继发性青光眼	Disease
 (6)自愿签署知情同意书。	Consent
 7、预计生存期不超过两年者；	Life Expectancy
 5）卵巢功能正常，或已有冻胚；	Multiple
 ⑨有家族遗传性疾病者。	Disease
 ①＞60岁养老机构内住养老年人	Multiple
"（1）体质指数（BMI）&gt;24.0kg/m2，24.0<bmi<28.0kg m2定义为肥胖。="""" m2定义为超重，bmi≥28.0kg="""" p="""" 或舒张压90-99mmhg。="""" （2）收缩压140-159mmhg和="""" （3）诊断高血压1期，并且没有服用降压药物治疗。&nbsp;<="""">"	Multiple
 4）年龄18～75岁；ECOG PS评分0～2分；预期寿命&gt;3个月；	Multiple
1)患儿监护人不愿意参与本研究；未能签署知情同意书，并无法按所规定时间进行随访；	Multiple
 (3)采用种植支抗	Device
①曾符合ICD-10抑郁发作（F32）或复发性抑郁障碍（F33）诊断的门诊患者，现经视觉模拟量表评定，患者认为病情较治疗前恢复≥50%，汉密尔顿抑郁量表HAMD-17&gt;7分；	Multiple
1.对肠外营养液成分有过敏的患者	Allergy Intolerance
1)诊断需进行PCI；	Therapy or Surgery
（1）重度慢性牙周炎或侵袭性牙周炎患者；	Disease
 （4）有严重的重要脏器（包括心、肺、肝、肾等）功能异常；	Organ or Tissue Status
1.有神经系统病史的患者	Disease
 1. 非亚洲种族；	Ethnicity
 2)原发或继发浆细胞白血病	Disease
1、EGFR基因突变的非小细胞肺癌；	Disease
 4 在试验前对本研究充分知情同意，并自愿签署书面知情同意书者；	Consent
 （3）伴有其他严重的口腔黏膜疾病者；	Disease
1.形态学、遗传学和流式细胞术免疫学等检查确诊符合《血液病诊断及疗效标准》的AML患者及高危MDS患者;	Diagnostic
 7）妊娠期或哺乳期女性受试者；	Pregnancy-related Activity
 5、研究者认为有不适合参加试验的其他因素。	Researcher Decision
 （2）肾功能：肌酐≤1.5×ULN；	Multiple
 2.既往行肺切除术、或筛选前12个月内接受肺减容术；	Therapy or Surgery
 5）WHO FC IV级不能耐受CPET检查的。	Allergy Intolerance
 2.术前ASA评分 I-II级；	Risk Assessment
 (4) 晚期关节炎重度畸形、僵硬丧失劳动力者。	Disease
a.患者ASAⅠ～Ⅱ	Risk Assessment
 2 合并其他类型甲状腺疾病者；	Disease
 2.明确的对本品或其制剂成分过敏者；	Allergy Intolerance
 4. 4周内使用ECT治疗的患者；	Therapy or Surgery
 ⑥手术时间&gt;6-8h，因存在药物蓄积问题应适当延长术后进食水时间。	Multiple
 10.慢性完全闭塞病变	Disease
 6.有中风或伴有肢体皮肤植物神经功能障碍等疾病；	Disease
 3 患有严重的自身免疫疾病或者免疫缺陷疾病；	Disease
 9、近 3 个月内参加过其他新药试验者；	Enrollment in other studies
1) 皮革胃、残胃癌、残胃复发癌或腹盆腔多原发恶性肿瘤	Disease
 14、正在参加其他药物的临床试验者，已知对治疗药物过敏者。	Multiple
 6、感染	Disease
 ?患者现有的医疗情况需要经常使用全身性皮质激素，但是允许局部使用或吸入使用	Therapy or Surgery
 4.患者合并有未控制的或严重的心血管疾病，包括在入组前6个月内的心肌梗塞，纽约心脏病学会（NYHA）定义的III–IV级心衰、未控制的心绞痛、临床显著的心包疾病或心脏淀粉样变性；	Multiple
 ⑷妊娠，或准备妊娠，哺乳期妇女；	Pregnancy-related Activity
1. 经病理学和组织学检查确诊为CD19+ B细胞肿瘤，患者目前无有效治疗方案，如化疗或经自体造血干细胞移植（auto-HSCT）/同种异基因造血干细胞移植（allo-HSCT）治疗后复发；或者患者自愿选择将CD19 CAR-T细胞作为第一治疗方案；	Multiple
 - 患有腰椎肿瘤、骨折和腰椎结核的患者；	Disease
 4. 同时患有其它脏器恶性肿瘤	Disease
 11)筛选前1年内有药物滥用史，或筛选期毒瘾尿检呈阳性；	Multiple
 （11）滥用药物/违禁药物者，在筛选时或给药前1日的尿液中药物筛查阳性者；	Multiple
 11、过敏体质及对多种药物过敏者，如碘过敏；	Allergy Intolerance
 10. 育龄女性必须在开始治疗前7天内行妊娠试验且结果为阴性；所有入组患者（不论男性或女性）均应在整个治疗期间及治疗结束后30天内采取充分的避孕措施；	Multiple
 2.作出口头同意并遵守与研究程序，30天及6个月随访。	Multiple
 9) 最近在饮食或运动习惯上有重大变化。	Multiple
 （4）诊断先天或后天原因的软组织缺损，有意愿接受脂肪注射修复手术。	Multiple
 (3)能够提供完整的食盐购买和使用量记录。	Data Accessible
 6. 开放性骨折；病理性骨折	Disease
 3个月以内接受过其他系统抗肿瘤药；	Pharmaceutical Substance or Drug
①符合美国风湿病学会1995年制定的膝关节骨性关节炎诊断标准；	Diagnostic
 7.合并有已经确诊的甲状腺功能减退、狂躁抑郁症、强迫症及精神分裂症的患者；	Disease
 4) 1型糖尿病；或者2型糖尿病血糖控制不佳(空腹血糖＞11 mmol/L )或有合并症（肾病、周围神经病变）；	Disease
 注：在凝血酶原时间国际标准化比值（INR）≤1.5的前提下，允许以预防目的使用小剂量肝素（成人每日用量为0.6万~1.2万U）或小剂量阿司匹林（每日用量≤100mg）；	Pharmaceutical Substance or Drug
 5 年龄≥18岁，非孕期妇女；	Multiple
①脊柱外科手术史。	Therapy or Surgery
 3、胸部X线片或胸部低剂量CT提示肺内间质性纤维化患者；	Diagnostic
1.马尾综合征患者；	Disease
 10)其他经治医师认为不适合纳入的患者。	Researcher Decision
1)签署知情同意书；	Consent
1）符合2001国际风湿联盟（ILAR）幼年特发性诊断标准。	Diagnostic
 2. 近期有感染、手术、创伤等应激情况，或处于妊娠、哺乳等特殊身体状态	Multiple
 5、精神紊乱、酒精依赖、有药物滥用史人群。	Multiple
 3.住院患者。	Encounter
 3.腰椎节段2~3个;	Disease
 预期生存期＜3个月；	Life Expectancy
 (3)近两个月内参加其他研究者；	Enrollment in other studies
 8. 药物或酒精依赖者。	Addictive Behavior
 （3）2型糖尿病诊断符合2013年CDS诊断标准、糖尿病药物治疗控制血糖良好（HbA1c&lt;8%）；	Multiple
乳腺癌患者的排除标准：包括L乳腺癌保乳根治术禁忌证(既往做过乳腺或胸壁放疗, 弥漫可疑的或癌性微钙化灶,病变广泛以至于难以通过单一切口的局部切除达到切缘阴性,再次 切除后仍不能保证病理切缘阴性);小叶原位癌 或者浸润性小叶癌(若术前已行穿刺病理检验); 妊娠妇女;乳房 Paget 病;肿瘤边缘或者微钙化灶 距离乳晕边缘 &lt;2 cm;乳头受到牵拉或者存在乳头 血性溢液;炎性乳腺癌。	Multiple
1.符合中国急性缺血性脑卒中诊治指南2018修订的诊断标准，并经头颅计算机断层摄影术（CT）或磁共振成像（MRI）证实。	Diagnostic
 3.心肺功能耐受全麻手术	Multiple
 ③从感冒到医院就诊在48小时以内者；	Special Patient Characteristic
 4. 经研究者判断，患有精神障碍，不愿意或由于言语障碍不能充分理解或合作的受试者；	Researcher Decision
 3)已使用抗凝治疗	Therapy or Surgery
 3）不能按照量表要求完成评估；	Capacity
 （4）合并严重心脏、肺、肝脏（如转氨酶高于正常值上限1.5倍以上）、肾脏等重要疾患者；	Multiple
 （5） 育龄期男性受试者同意在试验期间采用可靠的避孕措施（如避孕套或伴侣采用上述4中措施）；	Pregnancy-related Activity
 4、术后马上转入ICU治疗的患者；	Encounter
 ⑥病人不能合作或精神病患者。	Multiple
 3.久病体弱、严重神经官能症、精神疾病患者。	Disease
1、以前或现在合并有原发灶或组织学不符合外周T细胞淋巴瘤的肿瘤；	Disease
 2. 血尿常规、肝肾功能、血钙磷正常；	Multiple
 18.注射试验药物前24小时内饮用过含酒精的饮料且在试验过程中不能按要求限制饮酒者；	Multiple
 H)精神异常无行为自主能力；	Disease
 -年龄18-80岁；	Age
 5.有以下实验室检测异常，经研究者判断结果无临床意义的除外。	Multiple
(1)已知枸橼酸舒芬太尼或其他本研究用药过敏者；	Allergy Intolerance
 ②生殖道畸形、先天性性腺发育不全、因宫腔操作造成子宫内膜损伤、垂体肿瘤、卵巢肿瘤等器质性病变影响妊娠者。	Multiple
 6.年龄18-７０岁;	Age
 5. 正在使用非酒精性脂肪肝治疗药物(包括中药汤剂、中成药及化学药物)的患者；	Pharmaceutical Substance or Drug
 3.接种甲型流感疫苗者；	Pharmaceutical Substance or Drug
 体重≥50且≤80 kg	Laboratory Examinations
1.恶性肿瘤晚期患者；	Neoplasm Status
 （4）能全程坚持配合者。	Compliance with Protocol
 7.严重的无法控制的全身并发症如感染或糖尿病	Disease
 （6）怀疑或者确有酒精、药物滥用病史者	Addictive Behavior
 7)诊断为继发性MDS；	Disease
 3.患有严重的心血管疾病：Ⅱ级以上心肌缺血或心肌梗塞、控制不良的心律失常；按NYHA标准，Ⅲ～Ⅳ级心功能不全，或心脏彩超检查提示左室射血分数（LVEF）＜50%者；	Multiple
 5. 难以控制的高血压和严重的心血管疾病影响心功能的患者（心功能≥III级）	Disease
1.恶性肿瘤患者；	Disease
 11)有吞咽困难或任何影响药物吸收的胃肠道疾病史；	Disease
 13、研究者认为患者不适合参加研究，或判断患者依从性差，不能完成研究要求的所有随访和检查。	Multiple
 4.有牙本质敏感	Oral related
1) 单纯颈部淋巴结复发患者	Disease
 3、颅脑损伤儿童组：患有其它影响平衡功能的疾病；下肢全关节置换术后；存在其它限制活动的合并症；难以完成指令；3月内接受过肉毒素注射；视听觉系统严重障碍。	Multiple
 (10) 其它研究者认为不适合纳入的患者。	Researcher Decision
 6、4级药疹。	Disease
 影像学检查确诊为膝关节假体周围感染；	Diagnostic
1、既往患有严重的肝肾疾病者或入组前肝肾功能明显异常者；	Disease
1.患者被诊断为APL M3：t（15; 17）（q22; q12）; PML /RARα）;	Disease
 8.长期服用阿片类或NSIDS类药物	Pharmaceutical Substance or Drug
（1）既往COPD诊断明确，吸入支气管舒张剂后第1秒钟用力呼吸容积比用力肺活量（FEV1/FVC）&lt;70%。	Multiple
 (4)过去3个月内发生症状性心肌梗塞；或不稳定心绞痛，过去1月内发作大于等于3次；或药物难以控制的严重心力衰竭。	Disease
 （5）不嗜烟、不嗜酒，并同意在试验期间禁止吸烟、喝酒；	Addictive Behavior
 2.年龄：60-100岁，男性或女性；	Multiple
 ● 不能控制的高血压，不稳定心绞痛，心肌梗塞或在过去12个月内出现过有症状的充血性心力衰竭或不能控制的心律失常。心电图提示明显缺血改变者；	Disease
 3）近期存在各种原因导致的明显排尿困难症状者；	Symptom
 2  不能手术切除的中晚期肝癌患者，无肝肾功能严重障碍、肿瘤占据率&lt; 70 %；	Multiple
 (6) 具有口腔、呼吸道及胃肠道疾病；	Disease
1.供卵供精者	Special Patient Characteristic
 2）发生过下述心血管事件的患者：	Disease
 （9）胆固醇是超过或等于6.22毫摩尔/ L，或低密度脂蛋白的是大于或等于4.14 mmol / L	Laboratory Examinations
 （7）菌血症、脓毒血症患者或拟行穿刺部位感染者；	Disease
 2）双眼散瞳后屈光度在-1.0到-3.0D	Laboratory Examinations
 4) 受试者能够理解、遵守试验方案，并且签署知情同意书。	Multiple
 6）严重心脏病，包括心肌梗塞、心功能不全。	Multiple
 5）合并甲亢、甲减的高血压患者；	Disease
 4)受试者年龄18～65岁；	Age
 G6PD缺乏患者。	Disease
 2)胫骨平台骨折	Disease
 2)对试验药品有过敏史，过敏体质（多种药物及食物过敏）；	Allergy Intolerance
 （3）出现严重的器官损害：肝脏损伤（ALT和/或AST &gt; 1000 IU/L）、ARDS、急性心肌炎、急性肾功能衰竭、脑病和脑炎等表现；	Multiple
 （12）病人同意参加本试验，并签署知情同意书。	Consent
 d.对所有患者数据分析，了解CTCs计数、分型及BRCA1基因表达与患者基线特征的相关性，同时了解CTCs中BRCA1基因表达与铂类疗效的相关性.	Multiple
 ② 年龄大于18岁者；	Age
 4)精神疾病、心理疾病史；	Disease
 ○5 肿瘤穿刺部位有活动性出血、坏死者；	Sign
 11、明显肝肾功能异常的患者：ALT和/或AST＞1.5倍正常值上限；Cr＞1.5倍正常值上限；	Multiple
1）未经病理证实的软组织肿瘤；	Disease
 5)有明确外伤史。	Disease
 13. 合并有严重感染、糖尿病酮症酸中毒、高钾血症患者。	Disease
 6.不签署知情同意书	Consent
 （4）原有中枢神经系统疾病者；	Disease
 10)国外、港、澳、台湾或其他地区，估计难以追踪、随访者；	Multiple
1.病程超过48小时而全身情况显著不良者，如严重脱水，精神萎靡，高热或休克等症状者；	Multiple
1. 择期全麻胸腔镜下胸部手术的病人	Therapy or Surgery
 3、经研究者判定无手术禁忌症、无凝血系统疾病者	Disease
1.满足甲状腺腔镜手术指征	Disease
 - 对研究疫苗中任何成份过敏者，既往有任何疫苗接种严重过敏史；	Allergy Intolerance
 5.髋或膝做过置换手术者	Therapy or Surgery
1.KPS&lt;60分，或预计生存期＜3月；	Multiple
 晚期心脏传导阻滞、严重心室功能不全；	Multiple
 4)未用过DMARDs或生物制剂	Pharmaceutical Substance or Drug
 5. HbA1C≤9.5%者。	Laboratory Examinations
